IP地址,端口,回源端口,TLS,数据中心,地区,城市,TCP延迟(ms),速度(MB/s)
8.219.174.213,8880,8880,false,SIN,Asia Pacific,Singapore,11,10.01
47.74.34.162,2096,2096,true,NRT,Asia Pacific,Tokyo,194,10.01
8.219.55.31,2087,2087,true,NRT,Asia Pacific,Tokyo,174,10.01
47.236.158.158,2086,2086,false,SIN,Asia Pacific,Singapore,15,10.01
8.222.193.208,8443,8443,true,SIN,Asia Pacific,Singapore,140,10.01
8.219.114.201,8443,8443,true,SIN,Asia Pacific,Singapore,119,10.01
8.219.179.34,2095,2095,false,SIN,Asia Pacific,Singapore,10,10.01
47.245.90.176,2086,2086,false,SIN,Asia Pacific,Singapore,18,10.01
8.219.102.252,2053,2053,true,SIN,Asia Pacific,Singapore,180,10.01
8.219.122.96,2083,2083,true,SIN,Asia Pacific,Singapore,127,10.00
8.222.224.17,2083,2083,true,SIN,Asia Pacific,Singapore,100,10.00
8.222.188.56,80,80,false,SIN,Asia Pacific,Singapore,30,10.00
47.236.161.110,8080,8080,false,SIN,Asia Pacific,Singapore,13,10.00
8.219.99.8,2095,2095,false,SIN,Asia Pacific,Singapore,13,10.00
47.236.39.34,2083,2083,true,SIN,Asia Pacific,Singapore,134,10.00
8.219.140.63,2083,2083,true,SIN,Asia Pacific,Singapore,119,10.00
47.245.33.163,2052,2052,false,NRT,Asia Pacific,Tokyo,73,9.99
47.243.162.49,8080,8080,false,HKG,Asia Pacific,Hong Kong,38,9.99
47.74.39.194,2095,2095,false,NRT,Asia Pacific,Tokyo,68,9.99
8.222.144.219,2053,2053,true,SIN,Asia Pacific,Singapore,73,9.99
47.74.54.145,2087,2087,true,NRT,Asia Pacific,Tokyo,95,9.99
47.236.164.215,2095,2095,false,SIN,Asia Pacific,Singapore,7,9.99
8.222.229.102,2082,2082,false,SIN,Asia Pacific,Singapore,11,9.99
8.222.208.38,2083,2083,true,SIN,Asia Pacific,Singapore,90,9.99
8.222.208.83,80,80,false,SIN,Asia Pacific,Singapore,9,9.99
47.236.173.200,2083,2083,true,SIN,Asia Pacific,Singapore,109,9.99
8.222.221.109,2095,2095,false,SIN,Asia Pacific,Singapore,7,9.99
8.217.239.116,8443,8443,true,HKG,Asia Pacific,Hong Kong,119,9.98
47.245.3.137,2082,2082,false,NRT,Asia Pacific,Tokyo,76,9.98
8.219.97.179,2087,2087,true,SIN,Asia Pacific,Singapore,87,9.98
8.222.224.163,8080,8080,false,SIN,Asia Pacific,Singapore,9,9.98
47.236.12.73,2053,2053,true,SIN,Asia Pacific,Singapore,5,9.98
47.74.14.85,2082,2082,false,NRT,Asia Pacific,Tokyo,73,9.98
47.74.54.33,2082,2082,false,NRT,Asia Pacific,Tokyo,73,9.98
8.219.99.169,2086,2086,false,SIN,Asia Pacific,Singapore,14,9.98
8.222.164.209,2095,2095,false,SIN,Asia Pacific,Singapore,9,9.97
8.222.227.191,2083,2083,true,SIN,Asia Pacific,Singapore,59,9.97
47.236.130.95,2083,2083,true,SIN,Asia Pacific,Singapore,71,9.97
8.222.197.251,8880,8880,false,SIN,Asia Pacific,Singapore,5,9.97
8.222.133.247,8080,8080,false,SIN,Asia Pacific,Singapore,14,9.97
8.219.40.255,80,80,false,SIN,Asia Pacific,Singapore,10,9.97
8.222.226.15,2096,2096,true,SIN,Asia Pacific,Singapore,81,9.96
8.219.98.13,8080,8080,false,SIN,Asia Pacific,Singapore,12,9.96
47.74.26.132,2083,2083,true,NRT,Asia Pacific,Tokyo,176,9.96
8.222.164.44,8880,8880,false,SIN,Asia Pacific,Singapore,32,9.96
8.219.178.225,2083,2083,true,SIN,Asia Pacific,Singapore,98,9.95
8.209.214.157,8443,8443,true,NRT,Asia Pacific,Tokyo,79,9.95
47.74.41.87,8080,8080,false,NRT,Asia Pacific,Tokyo,70,9.95
47.242.54.157,2087,2087,true,HKG,Asia Pacific,Hong Kong,53,9.95
47.91.3.87,2087,2087,true,NRT,Asia Pacific,Tokyo,114,9.95
8.219.210.93,8880,8880,false,SIN,Asia Pacific,Singapore,5,9.95
47.236.169.236,8443,8443,true,SIN,Asia Pacific,Singapore,158,9.94
47.245.113.117,2053,2053,true,SIN,Asia Pacific,Singapore,70,9.94
47.236.187.144,2052,2052,false,SIN,Asia Pacific,Singapore,14,9.94
47.74.16.255,2096,2096,true,NRT,Asia Pacific,Tokyo,175,9.94
8.219.156.148,2087,2087,true,SIN,Asia Pacific,Singapore,117,9.94
47.236.96.141,2083,2083,true,SIN,Asia Pacific,Singapore,128,9.93
8.219.79.74,2053,2053,true,SIN,Asia Pacific,Singapore,148,9.93
47.236.171.112,2052,2052,false,SIN,Asia Pacific,Singapore,13,9.93
47.236.82.218,2053,2053,true,SIN,Asia Pacific,Singapore,116,9.93
47.236.227.21,2095,2095,false,SIN,Asia Pacific,Singapore,31,9.93
8.219.99.8,80,80,false,SIN,Asia Pacific,Singapore,9,9.92
47.245.39.49,2083,2083,true,HKG,Asia Pacific,Hong Kong,195,9.92
47.236.76.199,8080,8080,false,SIN,Asia Pacific,Singapore,34,9.92
47.74.41.87,2087,2087,true,NRT,Asia Pacific,Tokyo,133,9.92
8.222.252.150,2083,2083,true,SIN,Asia Pacific,Singapore,178,9.92
47.76.178.146,8880,8880,false,HKG,Asia Pacific,Hong Kong,35,9.92
8.219.40.255,2082,2082,false,SIN,Asia Pacific,Singapore,11,9.92
8.219.60.68,2083,2083,true,SIN,Asia Pacific,Singapore,94,9.91
8.219.163.195,2096,2096,true,SIN,Asia Pacific,Singapore,153,9.91
47.245.62.84,2086,2086,false,NRT,Asia Pacific,Tokyo,73,9.91
8.222.238.141,2082,2082,false,SIN,Asia Pacific,Singapore,37,9.90
8.209.240.227,2052,2052,false,NRT,Asia Pacific,Tokyo,71,9.90
8.219.51.211,2052,2052,false,SIN,Asia Pacific,Singapore,11,9.90
47.91.21.127,2082,2082,false,NRT,Asia Pacific,Tokyo,80,9.90
47.236.148.174,2087,2087,true,SIN,Asia Pacific,Singapore,62,9.90
47.91.31.231,8080,8080,false,NRT,Asia Pacific,Tokyo,72,9.90
47.74.37.50,2087,2087,true,NRT,Asia Pacific,Tokyo,248,9.89
8.219.148.161,8443,8443,true,SIN,Asia Pacific,Singapore,91,9.89
47.74.10.135,2082,2082,false,NRT,Asia Pacific,Tokyo,96,9.89
8.218.85.128,80,80,false,HKG,Asia Pacific,Hong Kong,55,9.89
47.245.41.169,2052,2052,false,NRT,Asia Pacific,Tokyo,71,9.89
8.222.128.131,2052,2052,false,SIN,Asia Pacific,Singapore,3,9.88
8.219.72.51,8080,8080,false,SIN,Asia Pacific,Singapore,9,9.88
47.245.54.98,2082,2082,false,NRT,Asia Pacific,Tokyo,75,9.88
8.219.121.87,2096,2096,true,SIN,Asia Pacific,Singapore,38,9.87
8.219.151.193,8880,8880,false,SIN,Asia Pacific,Singapore,17,9.87
8.219.106.15,8880,8880,false,SIN,Asia Pacific,Singapore,20,9.87
47.236.161.155,2053,2053,true,SIN,Asia Pacific,Singapore,81,9.87
47.74.13.66,8880,8880,false,NRT,Asia Pacific,Tokyo,72,9.87
8.218.201.73,8080,8080,false,HKG,Asia Pacific,Hong Kong,55,9.87
47.74.27.151,2087,2087,true,NRT,Asia Pacific,Tokyo,168,9.87
47.91.21.149,2096,2096,true,NRT,Asia Pacific,Tokyo,162,9.87
8.219.121.24,2083,2083,true,SIN,Asia Pacific,Singapore,120,9.87
8.219.110.88,2083,2083,true,SIN,Asia Pacific,Singapore,87,9.86
47.74.41.136,8443,8443,true,NRT,Asia Pacific,Tokyo,162,9.86
47.74.52.188,2087,2087,true,NRT,Asia Pacific,Tokyo,183,9.86
47.74.5.150,2083,2083,true,NRT,Asia Pacific,Tokyo,212,9.86
47.245.53.101,8880,8880,false,NRT,Asia Pacific,Tokyo,86,9.86
8.219.220.88,2087,2087,true,SIN,Asia Pacific,Singapore,109,9.86
47.245.55.235,2052,2052,false,NRT,Asia Pacific,Tokyo,82,9.86
47.245.114.163,2082,2082,false,SIN,Asia Pacific,Singapore,23,9.86
8.219.13.143,2083,2083,true,SIN,Asia Pacific,Singapore,114,9.85
47.74.36.154,2086,2086,false,NRT,Asia Pacific,Tokyo,68,9.85
47.236.189.173,2082,2082,false,SIN,Asia Pacific,Singapore,18,9.85
47.74.14.85,2083,2083,true,NRT,Asia Pacific,Tokyo,204,9.85
47.74.27.151,2096,2096,true,NRT,Asia Pacific,Tokyo,117,9.85
8.219.63.193,8080,8080,false,SIN,Asia Pacific,Singapore,8,9.85
8.219.196.117,2096,2096,true,SIN,Asia Pacific,Singapore,31,9.85
8.218.105.223,8880,8880,false,HKG,Asia Pacific,Hong Kong,43,9.85
47.74.27.151,2052,2052,false,NRT,Asia Pacific,Tokyo,81,9.85
8.219.51.49,8443,8443,true,SIN,Asia Pacific,Singapore,113,9.85
47.245.90.176,8080,8080,false,SIN,Asia Pacific,Singapore,15,9.84
47.245.52.153,8880,8880,false,NRT,Asia Pacific,Tokyo,89,9.84
8.218.2.181,2086,2086,false,HKG,Asia Pacific,Hong Kong,41,9.84
47.245.41.169,8080,8080,false,NRT,Asia Pacific,Tokyo,71,9.83
8.222.211.16,2087,2087,true,SIN,Asia Pacific,Singapore,67,9.83
47.245.41.84,80,80,false,NRT,Asia Pacific,Tokyo,85,9.83
8.222.129.245,2086,0,false,SIN,Asia Pacific,Singapore,23,9.83
8.218.143.10,80,80,false,HKG,Asia Pacific,Hong Kong,47,9.83
8.219.222.98,2095,2095,false,SIN,Asia Pacific,Singapore,18,9.83
47.74.34.38,2082,2082,false,NRT,Asia Pacific,Tokyo,82,9.83
8.222.160.61,2095,2095,false,SIN,Asia Pacific,Singapore,20,9.82
8.219.79.74,2082,2082,false,SIN,Asia Pacific,Singapore,12,9.82
8.218.122.55,8080,8080,false,HKG,Asia Pacific,Hong Kong,52,9.81
47.91.18.207,2095,2095,false,NRT,Asia Pacific,Tokyo,82,9.81
47.74.54.33,8880,8880,false,NRT,Asia Pacific,Tokyo,80,9.81
47.236.169.15,8880,8880,false,SIN,Asia Pacific,Singapore,8,9.81
8.219.240.141,8080,8080,false,SIN,Asia Pacific,Singapore,7,9.81
8.219.104.242,2052,2052,false,SIN,Asia Pacific,Singapore,24,9.81
8.222.190.225,8443,8443,true,SIN,Asia Pacific,Singapore,106,9.81
8.219.129.38,8443,8443,true,SIN,Asia Pacific,Singapore,95,9.81
8.219.213.112,2096,2096,true,SIN,Asia Pacific,Singapore,87,9.80
8.219.103.65,2096,2096,true,SIN,Asia Pacific,Singapore,110,9.80
47.91.25.66,2053,2053,true,NRT,Asia Pacific,Tokyo,103,9.80
47.74.18.121,80,80,false,NRT,Asia Pacific,Tokyo,76,9.80
8.209.243.172,8443,8443,true,NRT,Asia Pacific,Tokyo,76,9.80
8.222.221.86,8443,8443,true,SIN,Asia Pacific,Singapore,115,9.80
8.219.156.148,80,80,false,SIN,Asia Pacific,Singapore,7,9.80
8.222.175.78,2052,2052,false,SIN,Asia Pacific,Singapore,226,9.79
47.242.171.94,2053,2053,true,HKG,Asia Pacific,Hong Kong,49,9.79
8.222.221.109,8080,8080,false,SIN,Asia Pacific,Singapore,12,9.79
47.245.93.74,2052,2052,false,SIN,Asia Pacific,Singapore,6,9.79
47.74.5.150,2083,2083,true,NRT,Asia Pacific,Tokyo,209,9.79
47.91.1.199,8443,8443,true,NRT,Asia Pacific,Tokyo,191,9.79
47.236.166.84,2095,2095,false,SIN,Asia Pacific,Singapore,16,9.79
47.241.209.61,443,443,true,SIN,Asia Pacific,Singapore,59,9.79
8.219.148.161,8880,8880,false,SIN,Asia Pacific,Singapore,12,9.78
8.222.249.190,8443,8443,true,SIN,Asia Pacific,Singapore,82,9.78
47.74.4.47,2083,2083,true,NRT,Asia Pacific,Tokyo,198,9.78
47.236.169.15,2095,2095,false,SIN,Asia Pacific,Singapore,13,9.78
8.219.204.120,80,80,false,SIN,Asia Pacific,Singapore,4,9.78
8.222.229.102,2096,2096,true,SIN,Asia Pacific,Singapore,143,9.78
8.219.78.222,2082,2082,false,SIN,Asia Pacific,Singapore,16,9.78
8.222.184.198,80,80,false,SIN,Asia Pacific,Singapore,15,9.78
8.219.134.117,2082,2082,false,SIN,Asia Pacific,Singapore,29,9.78
47.236.17.165,2053,2053,true,SIN,Asia Pacific,Singapore,53,9.77
47.245.80.142,2053,2053,true,SIN,Asia Pacific,Singapore,161,9.77
47.245.41.69,2053,2053,true,NRT,Asia Pacific,Tokyo,100,9.77
47.236.172.71,2095,2095,false,SIN,Asia Pacific,Singapore,14,9.77
47.236.104.98,8080,8080,false,SIN,Asia Pacific,Singapore,12,9.77
8.219.82.35,2096,2096,true,SIN,Asia Pacific,Singapore,111,9.77
8.222.240.47,2053,2053,true,SIN,Asia Pacific,Singapore,79,9.77
8.222.137.166,2082,2082,false,SIN,Asia Pacific,Singapore,16,9.76
8.219.126.3,2083,2083,true,SIN,Asia Pacific,Singapore,82,9.76
47.236.144.196,2083,2083,true,SIN,Asia Pacific,Singapore,89,9.76
8.222.160.176,2083,2083,true,SIN,Asia Pacific,Singapore,83,9.76
8.219.106.15,443,443,true,SIN,Asia Pacific,Singapore,110,9.75
8.219.50.180,8443,8443,true,SIN,Asia Pacific,Singapore,71,9.75
47.236.145.180,2053,2053,true,SIN,Asia Pacific,Singapore,168,9.75
8.222.136.196,8080,8080,false,SIN,Asia Pacific,Singapore,14,9.75
8.219.56.205,2052,2052,false,SIN,Asia Pacific,Singapore,6,9.75
47.245.54.98,80,80,false,NRT,Asia Pacific,Tokyo,74,9.74
8.219.58.64,2096,2096,true,SIN,Asia Pacific,Singapore,117,9.74
47.74.34.73,8443,8443,true,NRT,Asia Pacific,Tokyo,208,9.74
8.218.211.17,2083,2083,true,HKG,Asia Pacific,Hong Kong,120,9.73
8.219.51.211,443,443,true,SIN,Asia Pacific,Singapore,82,9.73
47.245.41.169,2095,2095,false,NRT,Asia Pacific,Tokyo,76,9.73
8.219.255.171,80,80,false,SIN,Asia Pacific,Singapore,7,9.73
47.236.181.155,2095,2095,false,SIN,Asia Pacific,Singapore,21,9.73
47.74.8.238,2083,2083,true,NRT,Asia Pacific,Tokyo,83,9.73
47.74.12.139,2052,2052,false,NRT,Asia Pacific,Tokyo,73,9.73
8.219.173.233,2096,2096,true,SIN,Asia Pacific,Singapore,168,9.73
8.222.137.192,2087,2087,true,SIN,Asia Pacific,Singapore,93,9.73
8.219.78.222,2096,2096,true,SIN,Asia Pacific,Singapore,164,9.73
47.74.45.143,8080,8080,false,NRT,Asia Pacific,Tokyo,70,9.73
47.236.169.236,2082,2082,false,SIN,Asia Pacific,Singapore,19,9.72
8.222.213.221,443,443,true,SIN,Asia Pacific,Singapore,92,9.72
47.74.5.99,2096,2096,true,NRT,Asia Pacific,Tokyo,83,9.72
8.222.212.172,2086,2086,false,SIN,Asia Pacific,Singapore,22,9.72
8.222.191.158,80,80,false,SIN,Asia Pacific,Singapore,26,9.71
47.236.96.141,8443,8443,true,SIN,Asia Pacific,Singapore,83,9.71
47.236.172.71,2053,2053,true,SIN,Asia Pacific,Singapore,122,9.71
47.236.88.181,2087,2087,true,SIN,Asia Pacific,Singapore,94,9.71
8.219.248.47,80,80,false,SIN,Asia Pacific,Singapore,29,9.71
8.217.49.34,8880,8880,false,HKG,Asia Pacific,Hong Kong,36,9.71
8.218.127.249,8080,8080,false,HKG,Asia Pacific,Hong Kong,48,9.71
8.217.91.121,2087,2087,true,HKG,Asia Pacific,Hong Kong,105,9.71
47.245.54.140,2095,2095,false,NRT,Asia Pacific,Tokyo,80,9.71
47.245.110.13,2087,2087,true,SIN,Asia Pacific,Singapore,126,9.70
47.74.11.9,2053,2053,true,NRT,Asia Pacific,Tokyo,175,9.70
47.74.11.219,2095,2095,false,NRT,Asia Pacific,Tokyo,78,9.70
47.245.37.12,8880,8880,false,NRT,Asia Pacific,Tokyo,74,9.69
47.236.233.166,8880,8880,false,SIN,Asia Pacific,Singapore,19,9.69
8.218.181.189,8880,8880,false,HKG,Asia Pacific,Hong Kong,34,9.69
47.74.54.145,2095,2095,false,NRT,Asia Pacific,Tokyo,70,9.69
8.222.249.190,2086,2086,false,SIN,Asia Pacific,Singapore,67,9.69
47.74.54.33,8080,8080,false,NRT,Asia Pacific,Tokyo,101,9.69
8.222.236.229,2087,2087,true,SIN,Asia Pacific,Singapore,75,9.69
47.74.52.188,2082,2082,false,NRT,Asia Pacific,Tokyo,72,9.68
47.236.146.249,2086,2086,false,SIN,Asia Pacific,Singapore,64,9.68
8.219.141.174,2095,2095,false,SIN,Asia Pacific,Singapore,26,9.68
8.219.63.66,2053,2053,true,SIN,Asia Pacific,Singapore,167,9.68
8.219.159.232,80,80,false,SIN,Asia Pacific,Singapore,21,9.68
8.219.156.148,8880,8880,false,SIN,Asia Pacific,Singapore,13,9.68
47.245.37.12,8443,8443,true,NRT,Asia Pacific,Tokyo,214,9.68
47.236.169.141,8880,8880,false,SIN,Asia Pacific,Singapore,26,9.68
47.236.169.141,8880,8880,false,SIN,Asia Pacific,Singapore,23,9.68
47.236.114.23,8880,8880,false,SIN,Asia Pacific,Singapore,15,9.68
47.236.145.180,80,80,false,SIN,Asia Pacific,Singapore,10,9.68
8.222.215.228,2087,2087,true,SIN,Asia Pacific,Singapore,83,9.68
8.218.174.118,2082,2082,false,HKG,Asia Pacific,Hong Kong,56,9.68
47.236.4.129,2087,2087,true,SIN,Asia Pacific,Singapore,115,9.67
8.219.70.117,2053,2053,true,SIN,Asia Pacific,Singapore,198,9.67
47.91.3.112,80,80,false,NRT,Asia Pacific,Tokyo,88,9.67
8.219.60.68,8880,8880,false,SIN,Asia Pacific,Singapore,10,9.67
47.236.10.100,2086,2086,false,SIN,Asia Pacific,Singapore,13,9.66
8.219.237.250,2053,2053,true,SIN,Asia Pacific,Singapore,86,9.66
47.236.145.85,8443,8443,true,SIN,Asia Pacific,Singapore,110,9.66
47.245.82.208,8880,8880,false,SIN,Asia Pacific,Singapore,16,9.66
8.219.72.51,2096,2096,true,SIN,Asia Pacific,Singapore,140,9.66
47.76.77.103,2053,2053,true,HKG,Asia Pacific,Hong Kong,43,9.66
8.219.186.189,8443,8443,true,SIN,Asia Pacific,Singapore,83,9.66
47.74.34.162,8880,8880,false,NRT,Asia Pacific,Tokyo,71,9.66
47.74.15.80,2083,2083,true,NRT,Asia Pacific,Tokyo,121,9.65
8.222.145.110,2083,2083,true,SIN,Asia Pacific,Singapore,89,9.65
47.236.169.15,80,80,false,SIN,Asia Pacific,Singapore,14,9.65
8.222.187.107,2053,2053,true,SIN,Asia Pacific,Singapore,118,9.65
47.236.71.226,8080,8080,false,SIN,Asia Pacific,Singapore,42,9.65
47.91.19.249,8443,8443,true,NRT,Asia Pacific,Tokyo,120,9.65
47.74.15.117,2082,2082,false,NRT,Asia Pacific,Tokyo,76,9.65
8.219.82.177,8080,8080,false,SIN,Asia Pacific,Singapore,5,9.65
8.222.129.245,80,80,false,SIN,Asia Pacific,Singapore,20,9.65
47.245.57.38,2095,2095,false,HKG,Asia Pacific,Hong Kong,148,9.65
8.219.12.152,2083,2083,true,SIN,Asia Pacific,Singapore,71,9.64
47.245.58.175,2086,2086,false,NRT,Asia Pacific,Tokyo,88,9.64
47.245.55.214,8080,8080,false,NRT,Asia Pacific,Tokyo,75,9.64
47.245.37.37,2082,2082,false,NRT,Asia Pacific,Tokyo,71,9.64
8.219.145.245,2083,2083,true,SIN,Asia Pacific,Singapore,157,9.64
8.219.199.220,8080,8080,false,SIN,Asia Pacific,Singapore,16,9.64
8.219.161.102,8080,8080,false,SIN,Asia Pacific,Singapore,8,9.64
47.236.144.208,2095,2095,false,SIN,Asia Pacific,Singapore,11,9.64
8.217.193.25,2083,2083,true,HKG,Asia Pacific,Hong Kong,59,9.64
47.245.54.140,8080,8080,false,NRT,Asia Pacific,Tokyo,246,9.64
8.210.21.65,2095,2095,false,HKG,Asia Pacific,Hong Kong,34,9.63
47.74.43.95,2083,2083,true,NRT,Asia Pacific,Tokyo,110,9.63
8.219.134.63,2096,2096,true,SIN,Asia Pacific,Singapore,84,9.63
8.222.197.251,80,80,false,SIN,Asia Pacific,Singapore,4,9.63
8.219.140.63,2087,2087,true,SIN,Asia Pacific,Singapore,116,9.63
8.222.193.65,2083,2083,true,SIN,Asia Pacific,Singapore,184,9.63
47.74.15.120,2095,2095,false,NRT,Asia Pacific,Tokyo,79,9.62
8.219.84.214,2053,2053,true,SIN,Asia Pacific,Singapore,111,9.62
47.74.26.131,2086,2086,false,NRT,Asia Pacific,Tokyo,71,9.62
47.236.202.91,2083,2083,true,SIN,Asia Pacific,Singapore,84,9.62
47.236.145.180,2083,2083,true,SIN,Asia Pacific,Singapore,157,9.62
8.219.51.211,2095,2095,false,SIN,Asia Pacific,Singapore,15,9.62
8.219.238.145,2053,2053,true,SIN,Asia Pacific,Singapore,87,9.62
8.222.154.50,2082,2082,false,SIN,Asia Pacific,Singapore,24,9.61
8.222.227.191,2086,2086,false,SIN,Asia Pacific,Singapore,12,9.61
47.245.115.6,80,80,false,SIN,Asia Pacific,Singapore,8,9.61
47.236.158.158,80,80,false,SIN,Asia Pacific,Singapore,16,9.61
8.219.53.142,8443,8443,true,SIN,Asia Pacific,Singapore,125,9.60
47.236.166.131,2095,2095,false,SIN,Asia Pacific,Singapore,35,9.60
8.219.92.89,8443,8443,true,SIN,Asia Pacific,Singapore,128,9.60
47.236.163.221,2095,2095,false,SIN,Asia Pacific,Singapore,7,9.60
8.219.73.188,8443,8443,true,SIN,Asia Pacific,Singapore,149,9.59
8.219.115.215,2082,2082,false,SIN,Asia Pacific,Singapore,12,9.59
47.74.37.50,2053,2053,true,NRT,Asia Pacific,Tokyo,145,9.59
8.219.247.203,2083,2083,true,SIN,Asia Pacific,Singapore,94,9.59
47.236.166.184,2087,2087,true,SIN,Asia Pacific,Singapore,120,9.59
47.74.27.151,2053,2053,true,NRT,Asia Pacific,Tokyo,179,9.59
47.236.104.98,2096,2096,true,SIN,Asia Pacific,Singapore,115,9.59
47.236.164.215,2083,2083,true,SIN,Asia Pacific,Singapore,67,9.59
8.219.198.139,2082,2082,false,SIN,Asia Pacific,Singapore,9,9.59
8.222.226.15,2083,2083,true,SIN,Asia Pacific,Singapore,125,9.59
47.74.13.94,2086,2086,false,NRT,Asia Pacific,Tokyo,74,9.59
47.236.83.239,8880,8880,false,SIN,Asia Pacific,Singapore,24,9.59
8.219.43.243,2095,2095,false,SIN,Asia Pacific,Singapore,8,9.58
47.236.174.206,8443,8443,true,SIN,Asia Pacific,Singapore,165,9.58
8.218.143.10,2052,2052,false,HKG,Asia Pacific,Hong Kong,42,9.58
47.91.18.207,8443,8443,true,NRT,Asia Pacific,Tokyo,100,9.58
47.74.26.131,80,80,false,NRT,Asia Pacific,Tokyo,75,9.58
8.219.81.50,8443,8443,true,SIN,Asia Pacific,Singapore,93,9.58
8.222.214.13,8880,8880,false,SIN,Asia Pacific,Singapore,19,9.57
47.245.33.163,8443,8443,true,NRT,Asia Pacific,Tokyo,229,9.57
8.219.159.232,2053,2053,true,SIN,Asia Pacific,Singapore,145,9.57
8.219.93.85,8880,8880,false,SIN,Asia Pacific,Singapore,11,9.57
8.222.215.228,8880,8880,false,SIN,Asia Pacific,Singapore,7,9.57
47.74.42.17,2082,2082,false,NRT,Asia Pacific,Tokyo,71,9.57
47.236.175.189,8880,8880,false,SIN,Asia Pacific,Singapore,25,9.57
47.236.189.173,8880,8880,false,SIN,Asia Pacific,Singapore,16,9.56
8.219.201.174,2087,2087,true,SIN,Asia Pacific,Singapore,69,9.56
8.222.210.182,443,443,true,SIN,Asia Pacific,Singapore,121,9.56
47.243.162.49,2095,2095,false,HKG,Asia Pacific,Hong Kong,47,9.55
47.91.1.199,2083,2083,true,NRT,Asia Pacific,Tokyo,128,9.55
8.219.148.161,2086,2086,false,SIN,Asia Pacific,Singapore,12,9.54
8.219.60.130,2086,2086,false,SIN,Asia Pacific,Singapore,13,9.54
47.74.46.84,80,80,false,NRT,Asia Pacific,Tokyo,73,9.54
8.222.152.71,2052,2052,false,SIN,Asia Pacific,Singapore,8,9.54
8.219.123.244,2053,2053,true,SIN,Asia Pacific,Singapore,103,9.54
47.236.148.174,80,80,false,SIN,Asia Pacific,Singapore,6,9.54
47.74.15.80,2087,2087,true,NRT,Asia Pacific,Tokyo,160,9.54
47.245.56.121,80,80,false,NRT,Asia Pacific,Tokyo,83,9.54
47.74.18.121,2082,2082,false,NRT,Asia Pacific,Tokyo,78,9.54
8.219.241.189,2086,2086,false,SIN,Asia Pacific,Singapore,5,9.53
8.219.55.31,2095,2095,false,NRT,Asia Pacific,Tokyo,83,9.53
47.245.54.197,2095,2095,false,NRT,Asia Pacific,Tokyo,85,9.53
8.209.243.172,2052,2052,false,NRT,Asia Pacific,Tokyo,73,9.53
47.74.34.73,2095,2095,false,NRT,Asia Pacific,Tokyo,70,9.53
47.74.26.131,2087,2087,true,NRT,Asia Pacific,Tokyo,182,9.53
47.236.204.152,2096,2096,true,SIN,Asia Pacific,Singapore,103,9.53
8.219.6.187,2087,2087,true,SIN,Asia Pacific,Singapore,80,9.53
47.74.6.16,2086,2086,false,NRT,Asia Pacific,Tokyo,74,9.52
47.74.4.47,80,80,false,NRT,Asia Pacific,Tokyo,72,9.52
47.74.18.121,2086,2086,false,NRT,Asia Pacific,Tokyo,84,9.52
8.219.126.3,8443,8443,true,SIN,Asia Pacific,Singapore,66,9.52
47.236.88.181,2095,2095,false,SIN,Asia Pacific,Singapore,23,9.52
8.222.226.15,2082,2082,false,SIN,Asia Pacific,Singapore,5,9.51
8.219.161.129,2095,2095,false,SIN,Asia Pacific,Singapore,10,9.51
8.219.178.225,80,80,false,SIN,Asia Pacific,Singapore,5,9.51
47.74.54.33,2052,0,false,NRT,Asia Pacific,Tokyo,70,9.51
47.245.12.38,80,80,false,NRT,Asia Pacific,Tokyo,75,9.50
8.219.134.117,2096,2096,true,SIN,Asia Pacific,Singapore,193,9.50
8.209.243.172,2086,2086,false,NRT,Asia Pacific,Tokyo,73,9.50
8.219.78.1,2095,2095,false,SIN,Asia Pacific,Singapore,34,9.50
8.222.174.108,2096,2096,true,SIN,Asia Pacific,Singapore,97,9.50
47.236.15.73,8443,8443,true,SIN,Asia Pacific,Singapore,157,9.50
8.219.163.195,2082,2082,false,SIN,Asia Pacific,Singapore,24,9.50
8.219.199.220,2082,2082,false,SIN,Asia Pacific,Singapore,9,9.50
8.209.240.229,2053,2053,true,NRT,Asia Pacific,Tokyo,109,9.50
8.219.161.102,2095,2095,false,SIN,Asia Pacific,Singapore,18,9.49
8.219.235.164,8443,8443,true,SIN,Asia Pacific,Singapore,76,9.49
8.219.90.32,2096,2096,true,SIN,Asia Pacific,Singapore,40,9.49
8.222.221.109,8880,8880,false,SIN,Asia Pacific,Singapore,24,9.49
47.236.170.54,80,80,false,SIN,Asia Pacific,Singapore,31,9.49
8.222.211.16,443,443,true,SIN,Asia Pacific,Singapore,132,9.49
47.236.172.71,2053,2053,true,SIN,Asia Pacific,Singapore,199,9.49
8.222.224.162,8443,8443,true,SIN,Asia Pacific,Singapore,84,9.49
47.245.37.37,2083,2083,true,NRT,Asia Pacific,Tokyo,143,9.49
8.222.236.229,2083,2083,true,SIN,Asia Pacific,Singapore,126,9.49
47.236.7.206,2086,2086,false,SIN,Asia Pacific,Singapore,16,9.49
8.222.212.172,2082,2082,false,SIN,Asia Pacific,Singapore,18,9.48
8.222.211.124,2082,2082,false,SIN,Asia Pacific,Singapore,8,9.48
47.74.40.13,8443,8443,true,NRT,Asia Pacific,Tokyo,103,9.48
47.236.163.221,2083,2083,true,SIN,Asia Pacific,Singapore,61,9.48
