IP地址,端口,回源端口,TLS,数据中心,地区,城市,TCP延迟(ms),速度(MB/s)
8.222.240.47,2083,2083,true,SIN,Asia Pacific,Singapore,93,12.39
47.236.147.146,2082,2082,false,SIN,Asia Pacific,Singapore,27,12.39
47.74.43.24,2052,2052,false,NRT,Asia Pacific,Tokyo,74,12.39
47.236.145.180,2096,2096,true,SIN,Asia Pacific,Singapore,189,12.39
8.222.215.228,2095,2095,false,SIN,Asia Pacific,Singapore,7,12.39
8.222.226.15,2087,2087,true,SIN,Asia Pacific,Singapore,86,12.38
8.218.204.128,8080,8080,false,HKG,Asia Pacific,Hong Kong,50,12.38
8.219.103.65,80,80,false,SIN,Asia Pacific,Singapore,12,12.38
8.209.240.229,2096,2096,true,NRT,Asia Pacific,Tokyo,97,12.38
8.219.247.53,2082,2082,false,SIN,Asia Pacific,Singapore,18,12.38
8.219.228.30,2082,2082,false,SIN,Asia Pacific,Singapore,24,12.38
8.219.151.193,443,443,true,NRT,Asia Pacific,Tokyo,106,12.37
8.219.245.232,2096,2096,true,SIN,Asia Pacific,Singapore,69,12.37
8.219.77.91,2095,2095,false,SIN,Asia Pacific,Singapore,22,12.37
47.245.114.163,2095,2095,false,SIN,Asia Pacific,Singapore,5,12.37
8.219.170.232,443,443,true,SIN,Asia Pacific,Singapore,162,12.37
47.74.11.9,2087,2087,true,NRT,Asia Pacific,Tokyo,140,12.37
47.91.10.228,8880,8880,false,NRT,Asia Pacific,Tokyo,82,12.37
47.236.88.85,8880,8880,false,SIN,Asia Pacific,Singapore,19,12.36
8.222.224.162,2083,2083,true,SIN,Asia Pacific,Singapore,71,12.36
8.222.254.91,2095,2095,false,SIN,Asia Pacific,Singapore,29,12.36
47.236.169.236,2095,2095,false,SIN,Asia Pacific,Singapore,49,12.36
47.236.92.191,2053,2053,true,SIN,Asia Pacific,Singapore,119,12.36
8.218.142.253,8880,8880,false,HKG,Asia Pacific,Hong Kong,55,12.36
8.218.149.193,8080,8080,false,HKG,Asia Pacific,Hong Kong,45,12.36
8.219.56.205,2096,2096,true,SIN,Asia Pacific,Singapore,163,12.35
8.219.129.38,8443,8443,true,SIN,Asia Pacific,Singapore,116,12.35
47.236.149.107,8443,8443,true,SIN,Asia Pacific,Singapore,195,12.35
8.219.201.8,8443,8443,true,SIN,Asia Pacific,Singapore,77,12.35
8.219.253.185,8080,8080,false,SIN,Asia Pacific,Singapore,22,12.35
8.218.156.91,8880,8880,false,HKG,Asia Pacific,Hong Kong,64,12.35
47.74.27.211,2053,2053,true,NRT,Asia Pacific,Tokyo,257,12.35
47.74.18.121,2095,2095,false,NRT,Asia Pacific,Tokyo,74,12.35
8.219.40.255,443,443,true,SIN,Asia Pacific,Singapore,63,12.35
8.222.219.34,443,443,true,SIN,Asia Pacific,Singapore,44,12.34
47.74.26.192,2087,2087,true,NRT,Asia Pacific,Tokyo,97,12.34
8.219.159.232,2082,2082,false,SIN,Asia Pacific,Singapore,7,12.34
8.219.98.13,2086,2086,false,SIN,Asia Pacific,Singapore,15,12.34
8.222.167.147,8880,8880,false,SIN,Asia Pacific,Singapore,9,12.34
47.74.26.192,2096,2096,true,NRT,Asia Pacific,Tokyo,211,12.34
47.236.173.200,80,80,false,SIN,Asia Pacific,Singapore,28,12.33
47.245.42.210,2052,2052,false,NRT,Asia Pacific,Tokyo,71,12.33
8.219.210.93,2053,2053,true,SIN,Asia Pacific,Singapore,73,12.33
47.245.59.243,2095,2095,false,NRT,Asia Pacific,Tokyo,81,12.33
47.245.37.29,2095,2095,false,NRT,Asia Pacific,Tokyo,82,12.33
8.222.210.182,8080,8080,false,SIN,Asia Pacific,Singapore,35,12.33
47.245.107.174,2083,2083,true,SIN,Asia Pacific,Singapore,59,12.33
47.74.26.132,2053,2053,true,NRT,Asia Pacific,Tokyo,177,12.33
47.236.206.153,2087,2087,true,SIN,Asia Pacific,Singapore,79,12.33
47.236.144.156,2053,2053,true,SIN,Asia Pacific,Singapore,134,12.33
47.74.14.85,2096,2096,true,NRT,Asia Pacific,Tokyo,153,12.32
8.222.210.182,80,80,false,SIN,Asia Pacific,Singapore,4,12.32
47.236.166.184,2053,2053,true,SIN,Asia Pacific,Singapore,160,12.32
8.222.152.165,2086,2086,false,SIN,Asia Pacific,Singapore,16,12.32
47.91.21.107,2095,2095,false,NRT,Asia Pacific,Tokyo,75,12.32
47.236.83.196,2083,2083,true,SIN,Asia Pacific,Singapore,91,12.32
8.219.67.133,2087,2087,true,SIN,Asia Pacific,Singapore,81,12.32
8.219.193.22,2086,2086,false,SIN,Asia Pacific,Singapore,16,12.31
47.236.227.21,2052,2052,false,SIN,Asia Pacific,Singapore,9,12.31
47.245.55.99,80,80,false,NRT,Asia Pacific,Tokyo,87,12.31
8.222.188.56,2095,2095,false,SIN,Asia Pacific,Singapore,6,12.31
47.236.83.196,8443,8443,true,SIN,Asia Pacific,Singapore,10,12.31
8.209.248.161,2082,2082,false,NRT,Asia Pacific,Tokyo,82,12.31
47.236.192.198,2087,2087,true,SIN,Asia Pacific,Singapore,92,12.31
47.74.9.174,2096,2096,true,NRT,Asia Pacific,Tokyo,156,12.31
8.219.174.213,8443,8443,true,SIN,Asia Pacific,Singapore,140,12.31
8.222.138.164,2053,2053,true,SIN,Asia Pacific,Singapore,100,12.31
47.74.6.16,8880,8880,false,NRT,Asia Pacific,Tokyo,76,12.30
8.222.184.198,2095,2095,false,SIN,Asia Pacific,Singapore,5,12.30
47.74.15.117,2087,2087,true,NRT,Asia Pacific,Tokyo,85,12.30
8.210.3.24,2087,2087,true,HKG,Asia Pacific,Hong Kong,40,12.30
8.219.199.220,8443,8443,true,SIN,Asia Pacific,Singapore,93,12.29
8.219.245.232,2082,2082,false,SIN,Asia Pacific,Singapore,4,12.29
8.222.221.109,443,443,true,SIN,Asia Pacific,Singapore,191,12.29
8.219.103.126,2087,2087,true,SIN,Asia Pacific,Singapore,97,12.29
8.222.150.197,2087,2087,true,SIN,Asia Pacific,Singapore,105,12.28
8.219.51.49,2053,2053,true,SIN,Asia Pacific,Singapore,47,12.28
47.74.26.192,2052,2052,false,NRT,Asia Pacific,Tokyo,77,12.28
8.222.167.147,2087,2087,true,SIN,Asia Pacific,Singapore,9,12.28
47.91.14.47,2096,2096,true,NRT,Asia Pacific,Tokyo,122,12.27
8.219.6.187,8443,8443,true,SIN,Asia Pacific,Singapore,57,12.27
47.245.118.197,2096,2096,true,SIN,Asia Pacific,Singapore,60,12.27
8.219.58.64,2095,2095,false,SIN,Asia Pacific,Singapore,4,12.27
47.74.13.94,80,80,false,NRT,Asia Pacific,Tokyo,75,12.27
47.236.145.180,2082,2082,false,SIN,Asia Pacific,Singapore,11,12.27
8.222.221.86,443,443,true,SIN,Asia Pacific,Singapore,80,12.27
8.219.51.49,2096,2096,true,SIN,Asia Pacific,Singapore,86,12.27
8.219.124.227,2083,2083,true,SIN,Asia Pacific,Singapore,167,12.27
47.74.11.251,2083,2083,true,NRT,Asia Pacific,Tokyo,186,12.27
8.209.241.128,2095,2095,false,NRT,Asia Pacific,Tokyo,73,12.27
47.74.9.174,2053,2053,true,NRT,Asia Pacific,Tokyo,190,12.26
47.236.156.14,2096,2096,true,SIN,Asia Pacific,Singapore,132,12.26
8.219.97.179,2082,2082,false,SIN,Asia Pacific,Singapore,17,12.25
47.74.16.255,8880,8880,false,NRT,Asia Pacific,Tokyo,72,12.24
47.91.2.165,2086,2086,false,NRT,Asia Pacific,Tokyo,76,12.24
47.236.171.20,2052,2052,false,SIN,Asia Pacific,Singapore,21,12.24
8.217.250.5,8443,8443,true,HKG,Asia Pacific,Hong Kong,56,12.24
8.219.77.91,8443,8443,true,SIN,Asia Pacific,Singapore,45,12.23
8.219.201.245,2053,2053,true,SIN,Asia Pacific,Singapore,93,12.23
47.74.49.62,8443,8443,true,NRT,Asia Pacific,Tokyo,182,12.23
8.219.13.143,2053,2053,true,SIN,Asia Pacific,Singapore,55,12.23
8.222.252.150,2082,2082,false,SIN,Asia Pacific,Singapore,7,12.23
8.222.244.123,2087,2087,true,SIN,Asia Pacific,Singapore,95,12.23
8.219.154.107,2095,2095,false,SIN,Asia Pacific,Singapore,7,12.23
47.236.11.84,2095,2095,false,SIN,Asia Pacific,Singapore,6,12.22
8.219.113.27,2086,2086,false,SIN,Asia Pacific,Singapore,7,12.22
47.245.82.78,8880,8880,false,SIN,Asia Pacific,Singapore,5,12.22
47.91.22.115,8080,8080,false,NRT,Asia Pacific,Tokyo,76,12.22
8.222.147.203,2053,2053,true,SIN,Asia Pacific,Singapore,98,12.22
8.219.153.44,8080,8080,false,SIN,Asia Pacific,Singapore,12,12.22
47.245.55.99,8880,8880,false,NRT,Asia Pacific,Tokyo,74,12.21
8.219.84.102,2096,2096,true,SIN,Asia Pacific,Singapore,155,12.21
47.236.148.174,2096,2096,true,SIN,Asia Pacific,Singapore,101,12.21
8.219.58.64,8080,8080,false,SIN,Asia Pacific,Singapore,22,12.21
47.236.125.4,8880,8880,false,SIN,Asia Pacific,Singapore,16,12.21
8.219.255.171,8443,8443,true,SIN,Asia Pacific,Singapore,109,12.21
47.74.18.121,2095,2095,false,NRT,Asia Pacific,Tokyo,82,12.21
47.74.15.80,2052,2052,false,NRT,Asia Pacific,Tokyo,79,12.21
8.219.98.13,2053,2053,true,SIN,Asia Pacific,Singapore,158,12.21
8.222.219.252,2053,2053,true,SIN,Asia Pacific,Singapore,115,12.20
8.222.212.172,2087,2087,true,SIN,Asia Pacific,Singapore,130,12.20
8.222.208.83,443,443,true,SIN,Asia Pacific,Singapore,104,12.20
47.245.126.151,2086,2086,false,SIN,Asia Pacific,Singapore,5,12.20
47.245.118.70,80,80,false,SIN,Asia Pacific,Singapore,4,12.20
8.222.211.16,2096,2096,true,SIN,Asia Pacific,Singapore,66,12.20
8.219.99.8,2087,2087,true,SIN,Asia Pacific,Singapore,201,12.19
47.74.50.249,2086,2086,false,NRT,Asia Pacific,Tokyo,73,12.19
47.74.22.171,2096,2096,true,NRT,Asia Pacific,Tokyo,162,12.19
47.236.88.134,2053,2053,true,SIN,Asia Pacific,Singapore,105,12.19
8.222.152.71,80,80,false,SIN,Asia Pacific,Singapore,27,12.19
8.222.198.105,2053,2053,true,SIN,Asia Pacific,Singapore,109,12.18
8.222.248.188,80,80,false,SIN,Asia Pacific,Singapore,30,12.18
8.219.58.64,8443,8443,true,SIN,Asia Pacific,Singapore,114,12.18
47.245.11.216,2082,2082,false,NRT,Asia Pacific,Tokyo,75,12.18
8.219.81.50,2095,2095,false,SIN,Asia Pacific,Singapore,11,12.18
47.245.28.255,80,80,false,NRT,Asia Pacific,Tokyo,76,12.18
8.222.213.221,2082,2082,false,SIN,Asia Pacific,Singapore,44,12.18
8.219.112.75,2053,2053,true,SIN,Asia Pacific,Singapore,91,12.18
47.236.130.95,2052,2052,false,SIN,Asia Pacific,Singapore,11,12.18
8.219.90.87,2052,2052,false,SIN,Asia Pacific,Singapore,4,12.18
8.219.126.240,80,80,false,SIN,Asia Pacific,Singapore,7,12.18
8.219.63.66,8080,8080,false,SIN,Asia Pacific,Singapore,25,12.18
8.219.151.193,443,443,true,NRT,Asia Pacific,Tokyo,88,12.17
8.218.142.253,80,80,false,HKG,Asia Pacific,Hong Kong,48,12.17
8.219.66.156,8880,8880,false,NRT,Asia Pacific,Tokyo,92,12.17
47.236.144.48,80,80,false,SIN,Asia Pacific,Singapore,22,12.17
8.219.78.222,8443,8443,true,SIN,Asia Pacific,Singapore,116,12.17
47.236.21.51,2096,2096,true,SIN,Asia Pacific,Singapore,60,12.17
8.219.53.142,8880,8880,false,SIN,Asia Pacific,Singapore,18,12.17
47.245.37.98,80,80,false,NRT,Asia Pacific,Tokyo,75,12.16
47.236.189.173,8080,8080,false,SIN,Asia Pacific,Singapore,26,12.16
47.236.11.84,8880,8880,false,SIN,Asia Pacific,Singapore,14,12.16
8.222.219.34,2096,2096,true,SIN,Asia Pacific,Singapore,187,12.16
47.245.34.140,2087,2087,true,NRT,Asia Pacific,Tokyo,143,12.16
47.245.58.175,80,80,false,NRT,Asia Pacific,Tokyo,80,12.16
8.219.126.240,8080,8080,false,SIN,Asia Pacific,Singapore,19,12.16
8.219.89.201,2083,2083,true,SIN,Asia Pacific,Singapore,87,12.16
8.219.184.92,2083,2083,true,SIN,Asia Pacific,Singapore,110,12.15
8.222.136.196,2083,2083,true,SIN,Asia Pacific,Singapore,137,12.15
47.245.113.117,2083,2083,true,SIN,Asia Pacific,Singapore,99,12.15
47.236.170.54,2083,2083,true,SIN,Asia Pacific,Singapore,114,12.15
47.236.204.110,8443,8443,true,SIN,Asia Pacific,Singapore,85,12.15
47.236.166.76,2095,2095,false,SIN,Asia Pacific,Singapore,239,12.15
8.222.248.188,2086,2086,false,SIN,Asia Pacific,Singapore,11,12.15
8.218.11.90,2096,2096,true,HKG,Asia Pacific,Hong Kong,98,12.15
8.219.163.195,2095,2095,false,SIN,Asia Pacific,Singapore,8,12.15
8.222.197.251,2096,2096,true,SIN,Asia Pacific,Singapore,78,12.15
8.222.193.208,8880,8880,false,SIN,Asia Pacific,Singapore,7,12.14
47.245.111.171,2083,2083,true,SIN,Asia Pacific,Singapore,193,12.14
47.236.189.173,8880,8880,false,SIN,Asia Pacific,Singapore,11,12.14
8.218.201.73,2052,2052,false,HKG,Asia Pacific,Hong Kong,69,12.14
47.245.32.215,8443,8443,true,NRT,Asia Pacific,Tokyo,193,12.14
47.245.108.213,2052,2052,false,SIN,Asia Pacific,Singapore,12,12.14
8.222.187.4,8443,8443,true,SIN,Asia Pacific,Singapore,150,12.13
8.222.129.32,2082,2082,false,SIN,Asia Pacific,Singapore,3,12.13
8.222.208.38,8880,8880,false,SIN,Asia Pacific,Singapore,8,12.13
47.74.16.255,2095,2095,false,NRT,Asia Pacific,Tokyo,78,12.13
47.245.55.235,8880,8880,false,NRT,Asia Pacific,Tokyo,73,12.13
8.222.168.234,2082,0,false,SIN,Asia Pacific,Singapore,4,12.12
8.222.224.17,443,443,true,SIN,Asia Pacific,Singapore,146,12.12
8.219.100.155,443,443,true,SIN,Asia Pacific,Singapore,77,12.12
47.245.82.78,80,80,false,SIN,Asia Pacific,Singapore,10,12.12
47.236.163.221,8880,8880,false,SIN,Asia Pacific,Singapore,30,12.12
8.219.99.8,2053,2053,true,SIN,Asia Pacific,Singapore,151,12.11
47.74.23.99,80,80,false,NRT,Asia Pacific,Tokyo,86,12.11
47.74.36.154,2087,2087,true,NRT,Asia Pacific,Tokyo,143,12.11
47.74.4.47,8443,8443,true,NRT,Asia Pacific,Tokyo,216,12.11
8.219.253.185,8880,8880,false,SIN,Asia Pacific,Singapore,19,12.11
8.219.3.53,2087,2087,true,SIN,Asia Pacific,Singapore,53,12.11
8.219.199.220,443,443,true,SIN,Asia Pacific,Singapore,147,12.11
8.219.156.148,2053,2053,true,SIN,Asia Pacific,Singapore,138,12.10
47.236.76.199,2096,2096,true,SIN,Asia Pacific,Singapore,167,12.10
47.245.80.39,2095,2095,false,SIN,Asia Pacific,Singapore,18,12.10
8.218.105.223,2096,2096,true,HKG,Asia Pacific,Hong Kong,42,12.10
47.245.56.50,2086,2086,false,NRT,Asia Pacific,Tokyo,81,12.10
47.236.171.112,2086,2086,false,SIN,Asia Pacific,Singapore,34,12.10
8.219.145.245,2052,2052,false,SIN,Asia Pacific,Singapore,13,12.10
8.219.5.10,8443,8443,true,SIN,Asia Pacific,Singapore,83,12.10
47.245.118.197,2087,2087,true,SIN,Asia Pacific,Singapore,114,12.09
8.219.0.162,2087,2087,true,SIN,Asia Pacific,Singapore,127,12.09
8.218.143.10,2082,2082,false,HKG,Asia Pacific,Hong Kong,42,12.09
8.217.49.34,2083,2083,true,HKG,Asia Pacific,Hong Kong,67,12.09
47.236.169.164,2096,2096,true,SIN,Asia Pacific,Singapore,116,12.09
47.74.15.120,2096,2096,true,NRT,Asia Pacific,Tokyo,110,12.09
47.91.3.135,2052,2052,false,NRT,Asia Pacific,Tokyo,81,12.08
8.209.215.247,2082,2082,false,NRT,Asia Pacific,Tokyo,101,12.08
8.219.103.65,2095,2095,false,SIN,Asia Pacific,Singapore,12,12.08
8.219.81.50,2096,2096,true,SIN,Asia Pacific,Singapore,101,12.07
47.236.88.134,2083,2083,true,SIN,Asia Pacific,Singapore,190,12.07
8.219.56.205,80,80,false,SIN,Asia Pacific,Singapore,36,12.07
8.219.1.92,2096,2096,true,SIN,Asia Pacific,Singapore,192,12.07
47.245.54.58,2082,2082,false,NRT,Asia Pacific,Tokyo,95,12.07
8.219.73.188,80,80,false,SIN,Asia Pacific,Singapore,43,12.07
8.219.201.8,8880,8880,false,SIN,Asia Pacific,Singapore,8,12.07
8.219.50.180,2096,2096,true,SIN,Asia Pacific,Singapore,90,12.07
8.219.0.162,443,443,true,SIN,Asia Pacific,Singapore,85,12.07
8.219.213.112,2086,2086,false,SIN,Asia Pacific,Singapore,16,12.07
47.74.6.16,2053,2053,true,NRT,Asia Pacific,Tokyo,153,12.07
8.219.197.111,8880,8880,false,SIN,Asia Pacific,Singapore,13,12.07
8.219.220.88,2086,2086,false,SIN,Asia Pacific,Singapore,16,12.06
47.236.116.182,2087,2087,true,SIN,Asia Pacific,Singapore,214,12.06
47.245.37.41,2052,2052,false,NRT,Asia Pacific,Tokyo,80,12.06
47.74.34.73,8080,8080,false,NRT,Asia Pacific,Tokyo,69,12.06
8.219.60.68,2052,2052,false,SIN,Asia Pacific,Singapore,6,12.06
8.219.140.229,2087,2087,true,SIN,Asia Pacific,Singapore,116,12.06
8.219.100.168,2095,2095,false,SIN,Asia Pacific,Singapore,8,12.06
8.219.222.8,8880,8880,false,SIN,Asia Pacific,Singapore,18,12.06
8.219.183.31,8443,8443,true,SIN,Asia Pacific,Singapore,148,12.06
8.219.72.51,8880,8880,false,SIN,Asia Pacific,Singapore,18,12.06
47.236.94.113,8443,8443,true,SIN,Asia Pacific,Singapore,119,12.05
47.236.7.206,8443,8443,true,SIN,Asia Pacific,Singapore,4,12.05
47.74.13.239,2086,2086,false,NRT,Asia Pacific,Tokyo,77,12.05
8.219.220.88,2095,2095,false,SIN,Asia Pacific,Singapore,3,12.05
47.245.86.230,2082,2082,false,SIN,Asia Pacific,Singapore,13,12.05
47.74.54.33,2053,2053,true,NRT,Asia Pacific,Tokyo,84,12.05
8.219.63.193,8880,8880,false,SIN,Asia Pacific,Singapore,7,12.05
47.74.13.94,2053,2053,true,NRT,Asia Pacific,Tokyo,140,12.04
8.218.127.249,2096,2096,true,HKG,Asia Pacific,Hong Kong,57,12.04
47.91.21.107,2087,2087,true,NRT,Asia Pacific,Tokyo,147,12.04
8.219.122.55,80,80,false,SIN,Asia Pacific,Singapore,21,12.04
47.236.106.37,8443,8443,true,SIN,Asia Pacific,Singapore,5,12.04
8.209.200.73,2083,2083,true,NRT,Asia Pacific,Tokyo,77,12.04
47.74.11.251,2096,2096,true,NRT,Asia Pacific,Tokyo,123,12.04
8.222.215.228,2053,2053,true,SIN,Asia Pacific,Singapore,97,12.04
8.219.241.189,2095,2095,false,SIN,Asia Pacific,Singapore,33,12.03
47.236.147.146,2095,2095,false,SIN,Asia Pacific,Singapore,12,12.03
47.245.82.208,2096,2096,true,SIN,Asia Pacific,Singapore,93,12.03
8.222.237.131,8443,8443,true,SIN,Asia Pacific,Singapore,93,12.03
47.74.11.251,8080,8080,false,NRT,Asia Pacific,Tokyo,71,12.03
47.245.41.169,80,80,false,NRT,Asia Pacific,Tokyo,74,12.03
8.222.172.23,2096,2096,true,SIN,Asia Pacific,Singapore,94,12.03
8.219.72.50,2053,2053,true,SIN,Asia Pacific,Singapore,96,12.02
8.219.107.135,2087,2087,true,SIN,Asia Pacific,Singapore,101,12.02
47.245.86.18,8080,8080,false,SIN,Asia Pacific,Singapore,10,12.02
8.219.141.174,2086,2086,false,SIN,Asia Pacific,Singapore,26,12.01
47.245.59.244,2053,2053,true,NRT,Asia Pacific,Tokyo,181,12.01
8.219.161.129,2096,2096,true,SIN,Asia Pacific,Singapore,113,12.00
8.219.106.156,2083,2083,true,SIN,Asia Pacific,Singapore,103,12.00
8.218.211.17,2053,2053,true,HKG,Asia Pacific,Hong Kong,64,12.00
47.74.26.132,2082,2082,false,NRT,Asia Pacific,Tokyo,74,11.99
8.222.191.158,2086,2086,false,SIN,Asia Pacific,Singapore,6,11.99
47.91.15.247,2082,2082,false,NRT,Asia Pacific,Tokyo,77,11.99
47.236.148.174,2096,2096,true,SIN,Asia Pacific,Singapore,101,11.99
8.222.154.227,2086,2086,false,SIN,Asia Pacific,Singapore,20,11.99
47.245.84.124,2053,2053,true,SIN,Asia Pacific,Singapore,150,11.99
8.222.236.229,2053,2053,true,SIN,Asia Pacific,Singapore,72,11.99
8.219.107.199,80,80,false,SIN,Asia Pacific,Singapore,7,11.99
47.236.158.158,2052,2052,false,SIN,Asia Pacific,Singapore,16,11.98
47.236.163.95,8880,8880,false,SIN,Asia Pacific,Singapore,16,11.98
8.222.221.90,443,443,true,SIN,Asia Pacific,Singapore,112,11.98
47.245.9.228,2082,2082,false,NRT,Asia Pacific,Tokyo,82,11.98
8.219.86.200,80,80,false,SIN,Asia Pacific,Singapore,34,11.98
8.222.222.64,8080,8080,false,SIN,Asia Pacific,Singapore,6,11.98
47.236.179.182,8080,8080,false,SIN,Asia Pacific,Singapore,24,11.98
8.222.227.191,2096,2096,true,SIN,Asia Pacific,Singapore,150,11.97
47.74.36.154,2053,2053,true,NRT,Asia Pacific,Tokyo,133,11.97
47.74.34.135,2083,2083,true,NRT,Asia Pacific,Tokyo,156,11.96
8.222.153.11,2095,2095,false,NRT,Asia Pacific,Tokyo,111,11.96
8.219.72.51,2096,2096,true,SIN,Asia Pacific,Singapore,108,11.95
47.74.26.192,2053,2053,true,NRT,Asia Pacific,Tokyo,261,11.95
47.74.36.154,2083,2083,true,NRT,Asia Pacific,Tokyo,147,11.95
47.236.83.239,2053,2053,true,SIN,Asia Pacific,Singapore,137,11.94
47.91.2.165,8880,8880,false,NRT,Asia Pacific,Tokyo,98,11.94
8.218.105.223,2086,2086,false,HKG,Asia Pacific,Hong Kong,34,11.94
47.74.26.131,2096,2096,true,NRT,Asia Pacific,Tokyo,172,11.94
47.91.14.47,2052,2052,false,NRT,Asia Pacific,Tokyo,76,11.94
47.245.80.142,2082,2082,false,SIN,Asia Pacific,Singapore,22,11.94
8.219.58.64,2052,2052,false,SIN,Asia Pacific,Singapore,14,11.93
8.219.6.187,2053,2053,true,SIN,Asia Pacific,Singapore,74,11.93
8.219.79.74,2083,2083,true,SIN,Asia Pacific,Singapore,110,11.93
8.219.167.65,2095,2095,false,SIN,Asia Pacific,Singapore,13,11.93
47.236.97.90,8080,8080,false,SIN,Asia Pacific,Singapore,30,11.93
8.222.214.13,2053,2053,true,SIN,Asia Pacific,Singapore,69,11.93
47.245.108.213,2096,2096,true,SIN,Asia Pacific,Singapore,118,11.93
47.254.183.176,443,443,true,FRA,Europe,Frankfurt,166,11.92
8.219.173.195,2082,2082,false,SIN,Asia Pacific,Singapore,14,11.92
47.91.16.198,2083,2083,true,NRT,Asia Pacific,Tokyo,129,11.92
47.236.165.25,8080,8080,false,SIN,Asia Pacific,Singapore,14,11.92
8.222.236.229,2052,2052,false,SIN,Asia Pacific,Singapore,6,11.92
8.219.242.208,2053,2053,true,SIN,Asia Pacific,Singapore,82,11.91
47.245.3.137,2052,2052,false,NRT,Asia Pacific,Tokyo,77,11.91
8.219.142.191,2053,2053,true,SIN,Asia Pacific,Singapore,127,11.91
8.219.247.203,2096,2096,true,SIN,Asia Pacific,Singapore,59,11.91
47.74.14.85,8880,8880,false,NRT,Asia Pacific,Tokyo,70,11.91
8.219.222.98,2087,2087,true,SIN,Asia Pacific,Singapore,82,11.91
8.222.252.123,8443,8443,true,SIN,Asia Pacific,Singapore,115,11.91
8.222.193.65,8080,8080,false,SIN,Asia Pacific,Singapore,4,11.91
47.236.193.5,2095,2095,false,SIN,Asia Pacific,Singapore,12,11.91
47.236.5.223,8443,8443,true,SIN,Asia Pacific,Singapore,143,11.90
47.236.233.166,2095,2095,false,SIN,Asia Pacific,Singapore,7,11.90
8.219.72.50,8443,8443,true,SIN,Asia Pacific,Singapore,202,11.90
47.236.171.112,2083,2083,true,SIN,Asia Pacific,Singapore,90,11.90
47.236.123.218,2086,2086,false,SIN,Asia Pacific,Singapore,9,11.90
47.245.58.250,8080,8080,false,NRT,Asia Pacific,Tokyo,80,11.90
8.219.13.143,2053,2053,true,SIN,Asia Pacific,Singapore,94,11.90
8.219.228.30,8080,8080,false,SIN,Asia Pacific,Singapore,7,11.89
47.245.55.214,2087,2087,true,NRT,Asia Pacific,Tokyo,179,11.89
8.217.251.62,2052,2052,false,HKG,Asia Pacific,Hong Kong,42,11.89
47.245.82.208,8443,8443,true,SIN,Asia Pacific,Singapore,59,11.89
47.91.14.62,2096,2096,true,NRT,Asia Pacific,Tokyo,179,11.89
8.219.247.53,80,80,false,SIN,Asia Pacific,Singapore,5,11.89
8.219.238.145,443,443,true,SIN,Asia Pacific,Singapore,93,11.89
47.236.206.153,8443,8443,true,SIN,Asia Pacific,Singapore,120,11.89
8.219.99.169,8080,8080,false,SIN,Asia Pacific,Singapore,9,11.88
8.219.101.72,2095,2095,false,SIN,Asia Pacific,Singapore,10,11.88
47.245.9.228,80,80,false,NRT,Asia Pacific,Tokyo,72,11.88
47.245.55.214,2053,2053,true,NRT,Asia Pacific,Tokyo,151,11.87
47.91.14.62,2082,2082,false,NRT,Asia Pacific,Tokyo,78,11.87
8.219.147.58,2087,2087,true,SIN,Asia Pacific,Singapore,171,11.87
8.222.147.203,2052,0,false,SIN,Asia Pacific,Singapore,4,11.87
8.218.18.132,2082,2082,false,HKG,Asia Pacific,Hong Kong,42,11.87
47.74.22.171,2083,2083,true,NRT,Asia Pacific,Tokyo,211,11.87
47.236.201.98,8080,8080,false,SIN,Asia Pacific,Singapore,23,11.86
8.219.73.21,2087,2087,true,SIN,Asia Pacific,Singapore,132,11.86
8.222.184.198,2053,2053,true,SIN,Asia Pacific,Singapore,96,11.86
8.219.245.232,8443,8443,true,SIN,Asia Pacific,Singapore,55,11.86
8.219.60.68,2095,2095,false,SIN,Asia Pacific,Singapore,6,11.86
47.91.22.115,2083,2083,true,NRT,Asia Pacific,Tokyo,128,11.86
8.219.98.13,2053,2053,true,SIN,Asia Pacific,Singapore,123,11.86
8.222.137.166,8080,8080,false,SIN,Asia Pacific,Singapore,10,11.86
8.217.248.220,8080,8080,false,HKG,Asia Pacific,Hong Kong,60,11.86
8.219.170.58,2053,2053,true,SIN,Asia Pacific,Singapore,138,11.86
8.219.251.81,8880,8880,false,SIN,Asia Pacific,Singapore,10,11.85
47.236.116.26,2096,2096,true,SIN,Asia Pacific,Singapore,118,11.85
47.245.58.250,2083,2083,true,NRT,Asia Pacific,Tokyo,132,11.85
8.219.106.156,8443,8443,true,SIN,Asia Pacific,Singapore,107,11.85
8.222.160.61,2096,2096,true,SIN,Asia Pacific,Singapore,61,11.85
8.222.130.219,2083,2083,true,SIN,Asia Pacific,Singapore,61,11.84
47.236.74.20,2053,2053,true,SIN,Asia Pacific,Singapore,75,11.84
47.236.161.110,2096,2096,true,SIN,Asia Pacific,Singapore,61,11.84
47.91.14.62,2087,2087,true,NRT,Asia Pacific,Tokyo,152,11.84
8.222.137.192,8880,8880,false,SIN,Asia Pacific,Singapore,18,11.84
47.236.171.112,8080,8080,false,SIN,Asia Pacific,Singapore,41,11.84
8.209.248.161,8080,8080,false,NRT,Asia Pacific,Tokyo,76,11.84
8.219.66.156,2095,2095,false,NRT,Asia Pacific,Tokyo,206,11.83
47.236.121.7,8443,8443,true,SIN,Asia Pacific,Singapore,92,11.83
